,LOCATION,TIME,A0101,A0102,A0103,A0104,A0105,A0106,A0107,A0108,A0109,A0110,A0111,A0112,Value
238,Estonia,1999,408.29190892857144,161.62509721428572,126.09409342857143,647.5934930714285,106.74512935714286,323.1361030714285,225.11483928571428,63.91268864285714,205.48093835714286,461.81766242857145,128.79234121428573,208.4097592142857,50.0
239,Estonia,2000,433.79176928571434,176.66972428571427,134.76088928571428,704.240865,115.89374792857143,337.59444007142855,229.252994,72.51853042857142,218.51854550000002,472.7813350714286,154.7410707142857,238.95312264285715,46.0
240,Estonia,2001,469.6598800714286,184.56448557142858,147.02343078571428,733.7374332142857,122.84823192857142,346.46323085714283,267.88560892857146,80.10792678571428,238.5241105,508.88246157142856,161.61894407142856,262.5502237142857,49.0
241,Estonia,2002,536.6313254285714,230.35588464285712,171.96404978571428,754.6404969285715,135.86773135714284,375.3089145,307.897125,83.86266642857143,284.92461478571425,544.8414183571429,173.9494082857143,303.44409335714283,51.0
242,Estonia,2003,544.4706420416667,240.64948220833332,172.10489858333332,766.1461927916666,155.65962433333334,386.3603299166667,335.96108350000003,88.65899670833333,310.6154507083333,573.5671393333333,210.64467312500003,327.9823845833333,57.0
243,Estonia,2004,602.7238556666667,298.25489550000003,185.03303737500002,814.6323299583333,166.22314804166666,435.93561579166663,371.7574287083333,111.900188625,350.171325,600.1037465,243.99477000000002,362.9049460416666,61.0
244,Estonia,2005,651.9992928749999,337.4663014166667,195.58300670833333,856.2720227916666,182.51865575,483.5084669166667,436.5973456666666,117.939436375,407.0777992916667,619.0360916666667,277.841953,418.431865125,62.0
245,Estonia,2006,702.1742706666668,385.99663058333334,231.31203379166666,927.2589462916667,221.05774454166666,514.3553315416667,529.0109242916667,129.66837591666666,464.3546596666667,631.7878484166666,301.387308625,458.13378825,66.0
246,Estonia,2007,749.4565168333334,428.6209219583333,263.17257958333334,993.9752814166667,229.64200233333335,587.711317625,639.905282375,137.93069620833333,535.984517,655.9082536249999,327.5010085,517.4936254583333,73.0
247,Estonia,2008,860.6688111666667,381.249188625,258.0933039166667,1004.3734094583333,222.04551804166667,608.21820475,579.9507143333334,184.758744375,479.55274212499995,659.1221385833334,299.24589041666667,579.5354141666667,75.0
248,Estonia,2009,769.465825625,370.44356695833335,209.012918375,996.3287492916667,163.63361133333333,600.26969575,435.10760725,171.83772683333333,376.90934754166665,644.6643995416666,264.2364489583333,527.578185,71.0
249,Estonia,2010,769.7841719166667,370.02240116666667,226.38241166666668,1037.66949475,161.45189816666667,620.97222175,476.3136748333333,177.71004095833334,390.4102862083334,654.474733125,287.0651608333333,525.5463757916667,67.0
250,Estonia,2011,809.7379652083333,403.0897605833333,238.00160958333333,1103.0039429583333,164.46456579166667,649.0148599583333,533.9925590833333,182.98832904166667,417.86157641666665,642.0179018333333,326.56889916666665,555.5982781666667,68.0
251,Estonia,2012,866.3499282083334,432.28713908333333,259.82182458333335,1169.11220725,181.2127525,690.2366967083334,620.2966639583334,189.369751375,446.35014375,661.4974083333333,361.687010875,579.1239558333333,66.0
252,Estonia,2013,936.2200254999999,458.8236395833333,286.94621666666666,1221.14444575,189.99599625,690.1776651666668,602.7867807916667,219.516854125,482.15132875,676.367627,382.9957577916667,595.2287549583333,71.0
253,Estonia,2014,991.9884587500001,479.1495307083333,300.74930958333334,1248.5841710833333,198.97193558333333,740.6001669583334,630.4771197916667,213.63685520833334,498.85077574999997,689.0994907083333,411.816000375,626.9425253333333,72.0
254,Estonia,2015,1027.5075395416668,492.9975112083334,308.90415791666663,1284.7888459583335,230.34947495833333,784.818899125,625.4482660833334,206.67388516666665,563.092775375,721.930994125,429.8593499583333,710.1047252916666,68.0
255,Estonia,2016,1035.751691375,461.37003762499995,318.18055291666667,1353.2592049166667,239.19669875,815.6218175416667,644.050114875,185.77151579166664,588.0261885416667,728.7306512916666,450.37948950000003,702.391502125,68.0
256,Estonia,2017,1054.1250937916668,461.9660687083333,326.75985166666663,1393.478981,251.22064658333332,850.0052802083333,685.5631334999999,188.353184875,632.9549855,719.3931117916667,482.174444625,760.2137190416666,70.0
257,Estonia,2018,1111.5519850833332,469.73964175,352.11208125,1474.3469510000002,279.37892991666666,911.394015125,738.236095875,208.378902125,706.44266925,771.1222482500001,487.8919101666667,743.5186144999999,73.0
258,Estonia,2019,1149.7039467500001,467.075201125,357.86762500000003,1557.6375975,291.28628166666664,915.8543144583333,791.8888820000001,179.9408792083333,749.8846423333333,812.9664113333333,506.1566277916666,791.5690038333333,72.0
259,Estonia,2020,1120.8035716666668,462.07278190476194,294.81670428571425,1426.135637,292.0572207619048,928.4780897619047,563.6070365238096,176.74529490476192,664.4655884761904,761.500650095238,321.2879054761905,740.9460112857143,72.0
260,Estonia,2021,1589.9416057777778,617.6667266666667,423.15284777777777,1692.122332777778,394.22523522222224,1178.5559036666666,755.6606914444444,232.93584244444446,889.8570674444444,931.4836207777777,429.01721455555554,978.5950803333334,74.0
263,Greece,1997,5102.178229888889,1374.6679701111111,1809.7387646666666,6313.583601555556,1340.6209576666668,4026.4110847777783,4810.198123,728.7988691111111,1576.7069817777779,2287.9112666666665,4457.9915126666665,4195.150558777777,78.0
264,Greece,1998,5265.693144777778,1501.481614222222,1873.2445255555556,6702.263168111112,1355.3242235555556,4546.4459056666665,4992.812874222222,839.2902024444444,1641.22212,2386.3041605555554,4700.949526555556,4511.265490444444,77.0
265,Greece,1999,5024.732939571428,1535.0941180714287,1627.393335,5998.105652214285,1187.9136012142858,3831.4236657142856,5304.025926,1091.1449194285715,1514.4892550714285,2172.3571597857144,3935.4478075,4183.334822142858,77.0
266,Greece,2000,5237.56369,1528.292482642857,1669.4158685714285,6282.967780142857,1390.664760357143,4083.9002167857143,5435.020888214285,936.0314668571428,1719.5574625000002,2350.2767599285717,4276.434295857142,4677.455049214285,67.0
267,Greece,2001,5926.879257285714,1662.3752605714285,1540.7073264285714,6535.3977913571425,1584.615617,4687.022194285715,5157.612047428572,1097.259452142857,1916.5804405,2550.6406254285716,5327.4651972142865,4559.304710071428,67.0
268,Greece,2002,6430.9577578571425,1931.4229677142855,2020.5226177857144,7297.121620071428,1689.4885084285713,5141.731220214286,5814.804956928571,1275.3734592857143,2085.189438,2775.9391500714287,5181.982475999999,4611.605094857143,70.0
269,Greece,2003,6121.377280583333,1845.86049725,1862.6706778333335,6675.85288725,1586.76364525,4839.71101325,5878.448182249999,958.230835,1827.2508845416667,2593.7622799166666,4708.721146625,4071.0739494166664,80.0
270,Greece,2004,6159.973600249999,1861.306743,2012.5897802916668,7247.3718932500005,1826.6194902083334,5221.467006666667,6145.763870416667,987.6409199999999,2037.4578397083333,2717.2067029583336,4947.497296416666,4529.09239025,85.0
271,Greece,2005,6171.9125128333335,1856.812112875,2049.4319640416666,8127.979682291666,1901.0967444999999,5792.825261541667,6237.55939725,1085.2510683333333,2225.45988575,2987.2859642916665,5513.330708166667,4565.820839958334,87.0
272,Greece,2006,6141.004709875,1709.1064828333335,2015.7186958333332,8428.697452083334,2154.343268166667,6190.228226041666,6918.687224458333,1376.0131054166668,2416.102174875,3147.87727675,5780.2307225,4969.527862291667,87.0
273,Greece,2007,6777.794588708333,1835.5134685416667,2214.2732625,8817.026527458334,2259.7894415416667,6339.522374958334,7196.445480958333,1412.09301625,2570.620159208333,3276.4850681249995,6031.976595666667,5198.954926708333,95.0
274,Greece,2008,6908.094074083333,2133.0491900833335,2402.423555916667,9805.864018833334,2498.88437625,6780.416490583334,7756.958352583333,1524.6851641666665,2580.809083,3429.369612666667,6086.122598291667,5415.131281125,98.0
275,Greece,2009,6816.245854333333,2345.8234164166665,2237.8746658333334,10021.929706375,2319.2341554166665,6674.974919833334,6579.9507694583335,1782.6558266666668,2538.212671083333,3466.505862875,5454.395104333334,5786.394661458333,97.0
276,Greece,2010,6570.776121916667,2048.7446990000003,1782.121519583333,9586.671903458333,2180.2994931666667,5501.233278208333,5619.531270166666,1682.51637625,2302.8353342916666,3314.0525242916665,5266.748553041666,5420.40303425,94.0
277,Greece,2011,6461.314347458333,2002.9064070833335,1568.1340117916668,9769.767528625,1757.7827932500002,5373.4394255,4992.047386333334,1464.57439125,2086.721367625,3346.8705635833335,4832.6711265,4916.988528,95.0
278,Greece,2012,6017.392629416667,1853.3703164166666,1350.5752894583334,9966.568716875,1549.5737737916668,4621.070113791667,4746.132289166667,1308.51181875,2250.402982541667,3307.7073259999997,5183.984075291667,4255.483795416667,87.0
279,Greece,2013,5713.567844333334,1866.7317836250002,1285.6682402916667,9343.261965083333,1362.9573215,4516.335898875,4751.7665005,1359.7694479166666,2328.0995154583334,3103.7053355416665,5821.276575625,4121.285300416666,86.0
280,Greece,2014,5828.246997958333,1852.6812874166665,1219.4782375,9966.084950916667,1202.3160645833334,4121.2337190416665,4984.660265333333,1288.6339325000001,2444.5578528749998,3209.5841819583334,5906.171777416667,4023.189517583334,84.0
281,Greece,2015,5886.769149041666,1891.30338375,1289.5030293333332,10043.217789708333,1106.4967405416667,4220.966506125,5009.249944666667,1282.9420741666665,2432.4123159166666,3378.583557041667,6036.725988708334,4063.1520979583333,77.0
282,Greece,2016,5770.291423916667,1842.4901742083332,1326.3553226666666,9846.816778083334,1026.8797656250001,4265.943418,5043.606372625,1215.3017195833334,2237.890331166667,3424.067978833333,5628.1239035,3939.915985291667,75.0
283,Greece,2017,5474.8164975,1752.22459275,1544.0226874999998,10484.22477025,1035.6386331666665,4209.906525875,4763.0215931249995,1134.8675183333332,2521.698264416667,3589.5584161250003,6840.503069666666,4148.328377833333,75.0
284,Greece,2018,5707.431311041667,1770.835302625,1531.4549862083334,10416.450675583334,1053.2253163333332,4549.2448145416665,5007.70455075,1094.6936566666666,2724.9623550833335,3746.9102098333333,6960.945111416667,4131.627281541667,76.0
285,Greece,2019,5895.195601791666,1787.6030256666666,1609.1077697500002,10401.55978175,1114.8827105833334,4734.644462375,5151.625000291667,1065.0859958333333,2915.25101575,3838.749581625,7495.81019275,4131.119315583333,73.0
286,Greece,2020,5607.87886047619,1576.294136,1109.6087395238096,9488.351731428571,973.693253,4640.800434333333,3312.9956861904757,1134.9802471428573,1980.5114788571427,3532.516426523809,3431.452345904762,3705.502738857143,74.0
287,Greece,2021,8551.828915555556,2295.95673,1680.3934845555555,11991.442608000001,1397.5758345555557,6289.117801,4842.210891666667,1894.6104433333333,2826.906912222222,4128.06113311111,4909.972046666667,5209.603473666666,75.0
290,Spain,1997,18294.51751077778,6332.573505222222,7167.235603111111,18973.62048222222,6415.380753444445,13165.682708555556,13650.219386333332,2276.3027597777777,10285.10441911111,9463.502144333332,18837.865900444445,14156.305078333333,82.0
291,Spain,1998,18445.173127444446,6432.629350888888,7507.437301888889,20235.754639333332,7135.906750444444,14002.350094555555,15117.92599888889,2608.4738521111112,11433.804282666668,9829.43661711111,20196.284357555556,14658.676210222222,83.0
292,Spain,1999,16452.54130542857,5869.183894071429,6784.637814285715,19401.48995342857,6758.4954375,12726.357544785715,14918.955601785714,2641.707669214286,10969.976220285713,9108.709000500001,19056.0823265,13414.117183214286,81.0
293,Spain,2000,18186.298336785716,6326.748905714286,7120.039138571429,20935.59171542857,7141.1556063571425,14070.133866285714,15833.062572285713,2870.196680285714,12572.168170071427,9915.9912225,20731.103878142858,15248.158879928571,73.0
294,Spain,2001,19320.07836942857,6815.185346071428,7363.565065714285,22353.900485214286,7160.307862642857,14861.919689999999,16360.513687,3256.3033511428575,13111.321118428572,10360.280555214285,23309.652740642858,16818.867414428572,75.0
295,Spain,2002,21425.1549995,6701.941496571429,7916.441295285715,24495.01646242857,7282.331744071429,16143.696694714285,16239.215285857144,3587.335840357143,13848.135091428572,10926.312277857143,24814.86846142857,17810.388428214286,79.0
296,Spain,2003,19533.426431458334,6131.001416583334,6855.11142575,23031.87324225,6708.26891775,14817.092803333333,15075.337892999998,3052.837368916667,12665.531715874999,9714.194377833333,23194.21414658333,16212.018388791666,89.0
297,Spain,2004,19614.414787125,6649.7430268749995,7036.3980087499995,24095.0897655,6969.435950916667,17034.336071791666,16505.122263791665,3387.5839842916666,13338.829222458333,10223.410660166666,24725.57355654167,18005.11082525,94.0
298,Spain,2005,19771.137483833332,7088.661866541667,7943.98656175,26801.963051958333,7457.221646125,18976.505608375,18041.944956291667,3609.2350725,14216.730393291667,10820.098087625,25899.225513541667,19402.595699875,94.0
299,Spain,2006,20944.360680375,7195.206551416667,8599.467557791666,29617.56090141667,7804.124444166667,20670.717848208333,19456.329256666668,3798.95133625,14764.315428833333,11522.068609125,27741.58091570833,21333.073213541666,93.0
300,Spain,2007,21673.095172083333,7582.472509958334,8956.656976291666,31648.709680416665,8248.754148333333,20928.806042166667,20806.357046666668,3679.8819824999996,15869.065915500001,12294.828664666667,28619.441227666666,23128.71869416667,97.0
301,Spain,2008,22054.59633858333,7658.098345208334,9032.245531416667,33522.57386825,7927.700327083334,22148.035679875,20657.556991958332,3825.1566841666668,16065.528861624998,12824.714459958333,28033.774662249998,23608.912658,101.0
302,Spain,2009,20859.443131208332,7294.504852333333,8103.743473875001,34646.915951375,7417.693582083334,23636.67554720833,18315.834114041667,3742.8552270833334,14848.366024583333,13273.631284875,25397.7979095,20988.9515735,99.0
303,Spain,2010,21703.481044,7401.453835125,8231.728263041667,36403.46618916667,7974.266899916667,21304.517435416667,19339.877806208333,3472.99842375,15132.822662708333,13779.804847125,25787.070245333332,20204.81939425,95.0
304,Spain,2011,21769.733432041667,7084.941969458334,8104.612612208333,37549.937733416664,7664.303940999999,21253.344486375,19049.015859,3486.96515,14827.984272583335,13954.725753041666,25973.869063458333,20300.246209208333,95.0
305,Spain,2012,22237.227398333333,7051.024458625,7654.5878588333335,38616.101718875005,7103.753996541666,21478.986922208333,18644.826753541667,3447.65588375,13553.246183000001,14051.779634916667,25579.125975500003,20873.016370541667,88.0
306,Spain,2013,22327.769472958335,6837.493749375,7335.843356166667,39404.809927,6653.62855075,20653.419910541666,18016.94977675,3872.6990520833333,13039.177181791667,14261.172311458335,25417.78177691667,19845.759274291668,91.0
307,Spain,2014,22545.926945916668,6901.11660475,7548.774276791667,40435.320635000004,6662.743059416666,21186.91232725,18764.032281166667,3833.3039475,13518.31861425,14698.133298375002,26584.040525125,21119.4359025,91.0
308,Spain,2015,23094.29356325,6913.254382583334,7789.718742624999,41151.82813554166,7049.083567375,21933.973284583335,20477.727162125,3917.046390541667,14796.037073958332,15078.092013791667,29466.437836208333,21894.245765,84.0
309,Spain,2016,23067.650908416665,7983.580388625,8288.522963583333,41454.73432525,8232.766435583333,21584.665750708333,22218.682451999997,3673.06365625,15527.987445624998,15119.484747125001,27625.981891041665,23422.568832666668,82.0
310,Spain,2017,23285.61394920833,8000.264011625,8473.875303166666,42544.63802975,8553.846014249999,22628.355982166668,24467.054272541664,3805.4659358333333,16297.109060875,15285.8687065,29929.912725874998,24648.019154499998,83.0
311,Spain,2018,24214.872743208336,8105.616672541667,8163.690174208333,42974.86653795833,8613.721031083334,23779.313434666667,25279.098432083334,3855.865585,16833.72686625,15932.520232333334,29503.87818045833,25630.724494833335,86.0
312,Spain,2019,24711.243244291665,8360.155851916667,8125.716685666666,43788.77112875,8523.481610208333,24671.890001249998,24768.134725125,4218.5373375,17576.681878333333,16456.617445833333,30472.96994075,26754.895795291668,83.0
313,Spain,2020,24402.841874238096,7729.437732857144,5213.659644190477,40582.401142,7068.97382947619,25132.629730285717,16509.894452619046,3931.315853809524,11880.976460190475,15951.753864333334,15311.634090190477,24038.006116523808,84.0
314,Spain,2021,35862.69738311111,10782.587714333333,7720.677148777778,57159.024512222226,10455.954451444444,36588.21386444444,23957.013892555555,6057.432326666666,17163.29292522222,21924.545347,21943.575755444446,34571.49461922222,85.0
317,Finland,1997,2633.7577666666666,1118.2199533333333,1032.5165833333333,5072.126410000001,969.3093943333333,2633.0982233333334,2491.055192222222,434.07758222222225,2491.6459233333335,2169.231018888889,1325.031611111111,3476.919057777778,114.0
318,Finland,1998,2670.8142166666667,1140.7953577777778,1075.9923311111113,5269.049118888888,1077.240505,2774.255738888889,2682.5120055555553,513.6792877777777,2673.0342466666666,2333.443859777778,1348.35183,3799.262308888889,114.0
319,Finland,1999,2358.5654371428573,956.8328892857143,925.5213249999999,4676.135732142857,967.4876889285714,2417.086505714286,2343.73047,516.4940628571428,2412.2560321428573,1975.5778520000001,1178.0596657142855,3504.330192142857,108.0
320,Finland,2000,2439.1802742857144,1002.5527828571429,930.9910992857142,4878.498190714286,1038.1383972142858,2628.673865,2550.624562142857,698.1483905714285,2480.98527,2114.4884805714287,1255.186002142857,3648.2778028571433,98.0
321,Finland,2001,2563.03813,1108.0743171428571,962.0004742857143,5072.392207142858,1044.1981292857142,2777.3360914285718,2473.4329042857144,737.2153278571429,2543.939842857143,2238.31084,1247.2189778571428,3707.74027,101.0
322,Finland,2002,2578.328860714286,1179.8385400000002,1021.3439007142857,5315.008149285714,1070.4549757142856,3020.374045714286,2638.7125742857143,764.4880557142858,2662.4694885714284,2328.2494164285713,1282.7941014285714,3794.062750714286,106.0
323,Finland,2003,2291.980720416667,992.9806633333333,937.54221875,4593.161352916667,964.4188079166667,2626.140624583333,2434.4279333333334,744.3315162916666,2427.6633670833335,2022.1797125,1147.5171570833334,3311.3606604166666,117.0
324,Finland,2004,2337.4829216666667,1019.49922625,977.3684066666666,4824.811276666666,1051.7087441666665,2870.715195,2517.94945625,807.5622818749999,2554.557245,2107.0484125,1239.5883241666668,3611.2647020833333,120.0
325,Finland,2005,2427.71653375,999.6629979166668,988.44818875,4979.002819166667,1133.7377729166667,3036.105638333333,2682.667485833333,772.2278845000001,2714.2731424999997,2213.7989462916667,1327.4658,3824.9892516666664,120.0
326,Finland,2006,2522.47079375,1034.1137508333334,1052.9115745833333,5290.501215833333,1207.5357616666668,3260.9433074999997,2749.2297233333334,779.6845855833334,2916.6383575,2324.979619,1395.934632083333,4264.107115833333,120.0
327,Finland,2007,2694.0062579166665,1070.3397766666667,1117.4166533333334,5560.743419166666,1307.0282308333333,3600.48234375,2894.711024166667,882.3362544583333,3179.6337945833334,2438.0259311666664,1475.478476666667,4803.74907625,124.0
328,Finland,2008,3001.918635833333,1132.6904558333333,1157.3055741666667,5726.296675416666,1337.478155,3854.5247016666667,3078.8149216666666,897.3547786666667,3258.061279583333,2517.8486045833333,1497.53188875,4981.8360158333335,127.0
329,Finland,2009,2975.588019166667,1127.40875125,1105.77470875,5889.86673375,1278.0543104166666,3806.3792283333332,2663.767982083333,873.1207501666667,3171.24553875,2556.0431633333333,1439.7869129166666,4952.834349583333,123.0
330,Finland,2010,3077.331469166667,1149.4575175,1157.8588304166667,6216.4255791666665,1371.8681941666666,3979.54844875,3012.200389583333,904.1767044166667,3160.5698466666668,2598.281480416667,1499.8711783333335,5104.233340833333,117.0
331,Finland,2011,3200.960495,1194.7539325,1206.5773879166666,6450.720562083334,1448.52351875,4200.6447987500005,3421.30512625,986.3139120833333,3316.8164904166665,2639.273402083333,1596.72169,5453.117494583334,120.0
332,Finland,2012,3314.2933179166666,1196.4205112500001,1233.79707875,6838.198025833334,1475.087115,4410.560540416666,3464.0054133333338,951.5151635000001,3408.4077804166664,2718.9215083333333,1616.4838745833333,5683.972562916667,116.0
333,Finland,2013,3416.811693333333,1209.1204575,1234.6081283333333,7033.441477916666,1452.7950183333332,4275.641951250001,3402.30432375,930.58584475,3543.8184112500003,2753.8735504166666,1616.167275,5687.697236249999,123.0
334,Finland,2014,3472.6895824999997,1211.0699387500001,1228.0580091666668,7340.9965425,1470.9486041666667,4313.883577083333,3397.85657,906.5096010416668,3516.4599254166665,2770.208635833333,1625.60967125,5966.075542083334,125.0
335,Finland,2015,3505.5172841666667,1220.0666495833334,1241.4852204166666,7700.376125833333,1466.1355125,4420.190459166667,3418.391617083333,919.516306375,3552.6485129166667,2811.62664375,1745.4902141666669,6265.233724583333,115.0
336,Finland,2016,3467.4929054166664,1282.8422349999998,1232.51716125,7877.06498875,1486.1987016666665,4284.157612916667,3507.072135,957.1307628333334,3526.52606625,2829.8498720833336,1822.0684583333334,6360.186062083333,113.0
337,Finland,2017,3496.8452558333333,1249.8586283333334,1243.2436945833333,8133.4686225000005,1496.0493266666665,4429.50905125,3600.447562916667,970.6660945,3611.464585,2849.475941666667,1900.8869762499999,6362.993150416667,113.0
338,Finland,2018,3559.7628583333335,1295.4284170833332,1263.67090875,8394.797741666667,1526.4488125,4633.7826420833335,3782.9994112500003,933.8701249166667,3645.0828741666664,2926.5189221666665,1933.80694625,6618.038936666667,116.0
339,Finland,2019,3577.025075416667,1338.0289354166666,1300.5118166666666,8751.748543333333,1578.9235695833333,4627.2315275,3809.638769583333,881.2710592916666,3666.1447579166665,3032.6136016666665,2004.6356933333334,6686.464392500001,113.0
340,Finland,2020,3737.2175723809523,1330.3290285714286,969.1094885714285,8557.657583333334,1600.8207295238094,4565.670887142857,3146.810632380952,856.3900425238095,3292.3658147619044,2984.7973552380954,1417.7783771428572,6521.607619523809,113.0
341,Finland,2021,5554.0479444444445,2070.90317,1437.7185688888887,12667.4959,2323.505511111111,7077.3344377777785,4626.472182222223,1162.9267655555554,4951.248250000001,4296.544298888889,2147.2146022222223,9994.779162222221,113.0
344,France,1997,31344.350765555555,8745.329711777777,12874.04465,58190.04529333333,12661.562016666667,35962.80878033333,31052.8491,5393.004042888889,24479.582593333333,19798.662497444442,13228.395687777776,42941.20516333333,109.0
345,France,1998,32206.939881111113,9168.895249333333,13081.977231777777,60458.02286777777,13048.097306666667,37063.88611622222,33024.43799111111,5789.989284777777,26420.601342222224,20413.284179555558,14565.362872222222,44405.59340222222,110.0
346,France,1999,27537.770375714288,8190.661611785714,11631.500944642858,52364.535125214294,11511.779943571428,32655.90832535714,30307.361692857143,5630.698990071428,23788.178997357143,17646.162715571427,13155.444183571428,38071.463462857144,104.0
347,France,2000,28575.993355714287,8588.981291142856,12140.278009,55768.82686978571,12333.072920285715,34634.60537764286,33953.01051835714,5994.534868571428,25264.537529499998,18842.920303714287,14432.054448571429,42536.766894428576,92.0
348,France,2001,30102.208962142857,8908.797263357143,12157.600620642857,58165.36943528572,13158.146692214286,36226.212026857145,34845.57476364286,6624.21378,26480.42141685714,19633.191650071425,15342.648383214286,46007.46165692857,92.0
349,France,2002,31650.768825,9353.973341714285,12825.374761714285,60032.92062128572,13620.847225214286,38737.85478007143,35348.8959415,7282.357258571428,27910.45667307143,20852.34382507143,16037.319275857142,46335.25469114286,95.0
350,France,2003,27651.742140416667,7701.174600416667,11588.539717541666,52173.069167125,11825.439842041667,33959.37883,30353.712910000002,6794.499995416667,23961.610064166667,18258.50756729167,13386.2723125,39187.98062166667,109.0
351,France,2004,28153.38279291667,7707.272139583333,11732.206917416666,54603.11545416666,12166.410326666666,34756.471782500004,31875.901390083334,7132.8215549999995,25360.048644583334,18950.233192208336,13891.662449166666,40455.46959375,115.0
352,France,2005,29941.761304416665,7713.674600416667,12119.334954416665,57721.519368458336,12644.57702875,36701.41412666666,33830.85081233334,7425.290330833333,26504.353876666664,20316.479795333333,14453.95454375,42809.968355,112.0
353,France,2006,30872.926428291667,7927.429215375,12311.18853175,60640.790795583336,13066.177998333333,37729.5379,34635.16109395833,7639.36027125,27205.608000833334,21437.588933291667,14717.925850416666,45508.344512083335,113.0
354,France,2007,32169.181933791668,8115.414178166667,12627.155742458332,62965.73269899999,13865.963778333333,39488.9284925,36154.938004916665,7129.790035416667,28707.95321875,22352.505565333337,15516.528545416666,49959.707254166664,118.0
355,France,2008,32595.32409125,8039.702789999999,11591.08908375,65323.37194041666,13562.920445000002,40880.36700583333,36697.924856666665,7205.077044583333,28247.641740000003,22899.638457708334,15543.869074166667,50966.263944583334,123.0
356,France,2009,32422.488947499998,8259.312217916666,10939.062951666667,64925.47768,13135.373695,41917.12731375,34692.041889583335,7121.851753333333,27852.347515416666,23297.050828375,16546.125134583333,48295.787124166665,119.0
357,France,2010,33640.88330458334,8712.5723325,11020.711581666668,67878.62918041667,13195.254511250001,43266.97779708333,35790.569645,7157.5172041666665,29097.12873083333,23967.023906375,17103.95976458333,50155.07246791667,111.0
358,France,2011,34605.512485416664,9276.15146325,11011.41021375,69051.46261125,13512.308042083334,44451.20686375,37741.69800041666,7060.470557083333,29506.55298708333,24230.59466645833,17707.072076666667,51627.55563875,112.0
359,France,2012,35924.93249375,9541.726345791667,11052.871164583334,72614.45618041667,13425.81775,45303.869210000004,38011.33872204167,7000.6193837499995,29122.605221249996,24739.05088295833,17655.6566875,52132.53803875,107.0
360,France,2013,36994.697620416664,9645.96708,10964.3151,74268.70309333333,13714.571155,49149.65389641666,37189.19018445833,7947.930437708333,28630.79886791667,25071.13971008333,17646.609527083336,54106.61675458334,110.0
361,France,2014,36383.91022583334,9810.297522291667,11239.79532,74973.04707704166,13834.85319,50639.74771129166,37144.735711375,7739.764654583333,29179.52238875,25691.758793916666,18329.556877916668,55623.354977375006,111.0
362,France,2015,37391.355055,10990.197747583334,11566.341314583333,78118.06397091667,14316.506860875,53066.66776475,37738.69029295834,7696.59625225,29094.2068425,26084.535918499998,18354.599276666668,58933.110020374996,102.0
363,France,2016,37560.421497916665,10931.183406041666,11368.69483875,77668.865260625,14266.937389583334,54666.59502104166,38109.72809416667,7627.879149916666,29754.485360000002,26417.363807791666,18877.230942500002,59164.49465099999,100.0
364,France,2017,37640.11639166666,10794.948920416666,11029.19807375,78638.49537375,14490.650765,55584.579014916664,40233.85929541667,7672.103910999999,30221.495498333334,27047.0477575,19892.944605416666,60034.692934624996,101.0
365,France,2018,38086.34660208334,10955.727077083333,10756.861417083333,80323.70373083334,13998.779610416668,57175.443116041664,42549.40166791667,7797.795802125001,30727.462272083332,27947.796587499997,20565.39953375,61778.5637145,102.0
366,France,2019,38741.581470833335,10952.838909583334,10786.469212916667,82717.47741833334,14198.847797916666,59684.05054533333,43648.24681583333,8013.67090425,32349.468194125002,28874.663676583335,21860.681461666667,62801.66103733333,96.0
367,France,2020,40832.042740952376,11055.122126666667,8583.017793809524,80200.52157685714,13436.078975714287,58509.51142904762,32498.515532857145,7604.626252142856,27899.379387619047,28056.43267438095,14277.324387619048,58206.117097095244,98.0
368,France,2021,62473.311125555556,17097.248566666665,13213.596386666666,119832.2341988889,20329.219285555555,83764.9744491111,49251.97297666667,10870.366639777778,41804.69569555556,39560.50991355555,22332.45682888889,86625.94791777777,99.0
388,Hungary,1999,95557.32328571429,33012.02121428571,20748.102071428573,92303.87455,30469.460357142856,58803.046864285716,69380.6295,18172.352000000003,45181.1975,47202.202378571434,29812.975285714285,54712.4263,45.0
389,Hungary,2000,106724.46478571428,37614.74478571429,22870.85257142857,103874.20802857143,34942.699,68511.90310714286,83283.65921428571,21854.437785714286,52878.91285714286,53522.70026428572,32735.7445,65603.87000000001,42.0
390,Hungary,2001,121215.89092857143,43202.328285714284,26096.390000000003,116519.4188357143,39285.37471428572,78956.5228857143,93116.395,27025.316571428568,61656.1425,62069.45727857143,37474.91714285714,75902.14785714286,45.0
391,Hungary,2002,129345.88164285714,49121.059857142856,27644.032714285713,129172.52101428571,43176.39028571429,92198.46613571429,101879.68807142857,32042.878999999997,69542.35328571429,72948.31724285714,42242.039,86017.2715,51.0
392,Hungary,2003,82348.93341666667,32723.092333333334,17501.967333333334,86653.02186666666,29004.58979166667,63382.46599999999,68737.96541666666,19536.831416666668,46112.541541666666,52670.11863333333,26999.10479166667,56827.86008333333,56.0
393,Hungary,2004,85704.30695833334,33809.04579166667,18094.033083333332,93711.8844125,33663.612,67479.32341666667,73623.08441666666,19938.700166666666,49487.270416666666,55611.97968333333,30189.71141666667,61717.466875000006,63.0
394,Hungary,2005,87734.98258333333,36023.70175,18045.830125,100477.49972083334,33121.99641666667,72746.66616666666,81879.92233333334,22344.60825,54183.344125,57665.22356666666,33268.49029166667,70823.46883333333,65.0
